Ticker,ISIN,CUSIP,Name,Global Broad Category Group,Global Category,Morningstar Category,Domicile,Exchange,Exchange Country,SecId,Investment Type,Figi
PSU.U,CA74640R1010,74640R101,Purpose US Cash ETF,Money Market,US Money Market,Canada Fund US Money Market,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WWL2,Exchange-Traded Fund,BBG00C9YBSD1
PUD,CA74640K1066,74640K106,Purpose US Dividend ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000V1GH,Exchange-Traded Fund,BBG007KJS9B8
PUD.B,CA74640K2056,74640K205,Purpose US Dividend ETF (N-C Hdg),Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000V1GI,Exchange-Traded Fund,
RLB,CA74933L1004,74933L100,RBC 1-5 Year Laddered Canadian Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WSK7,Exchange-Traded Fund,BBG00BZX08Z8
RBO,CA74932K1030,74932K103,RBC 1-5 Year Laddered Corporate Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000SFJQ,Exchange-Traded Fund,BBG005TVYGV1
RMBO,CA74935B1004,74935B100,RBC 6-10 year Ladd CA Corp Bd ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZMRF,Exchange-Traded Fund,BBG00HZZHD27
RBDI,CA74933Y1025,74933Y102,RBC BlueBay Glbl Divers Inc (CAD H) ETF,Fixed Income,Global Fixed Income,Canada Fund Global Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZMRI,Exchange-Traded Fund,BBG00HZZH515
RBNK,CA75525D1096,75525D109,RBC CA Bank Yield ETF,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZMRJ,Exchange-Traded Fund,BBG00HZZHBJ3
RCUB,CA75525C1014,75525C101,RBC Canadian Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000ZIHW,Exchange-Traded Fund,BBG00HS8LZ76
RCAN,CA74934H1082,74934H108,RBC Canadian Equity ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000ZIHX,Exchange-Traded Fund,BBG00HS8LWK8
RPF,CA74934A1030,74934A103,RBC Canadian Preferred Share ETF,Fixed Income,Canada Fixed Income,Canada Fund Preferred Share Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XLZC,Exchange-Traded Fund,BBG00DT1S587
RCSB,CA75525K1030,75525K103,RBC Canadian Short Term Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000ZIHY,Exchange-Traded Fund,BBG00HS8LY33
REEM,CA74934M1077,74934M107,RBC Emerging Markets Equity ETF,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000ZIHZ,Exchange-Traded Fund,BBG00HS8M0J9
REEM.U,CA74934M2067,74934M206,RBC Emerging Markets Equity ETF (USD),Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F000010HL8,Exchange-Traded Fund,
RGGB,CA75525R1082,75525R108,RBC Global Government Bd CAD Hedged ETF,Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000ZII0,Exchange-Traded Fund,BBG00HSH2L32
RINH,CA74935H1073,74935H107,RBC International Equity (CAD Hdg) ETF,Equity,Global Equity Large Cap,Canada Fund International Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F000010GQW,Exchange-Traded Fund,
RINT,CA74934E1051,74934E105,RBC International Equity ETF,Equity,Global Equity Large Cap,Canada Fund International Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000ZII1,Exchange-Traded Fund,BBG00HSH2N65
RINT.U,CA74934E2042,74934E204,RBC International Equity ETF (USD),Equity,Global Equity Large Cap,Canada Fund International Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F000010HL7,Exchange-Traded Fund,
RPSB,CA74934P1009,74934P100,RBC PH&N Short Term CA Bd ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZMRE,Exchange-Traded Fund,BBG00HZZHVM5
RCD,CA74930H1029,74930H102,RBC Quant Canadian Dividend Leaders ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Dividend & Income Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000SFJR,Exchange-Traded Fund,BBG005TVYHQ5
RCE,CA74933C1005,74933C100,RBC Quant Canadian Equity Leaders ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VRBP,Exchange-Traded Fund,BBG008NPRLC2
RIDH,CA74932R1082,74932R108,RBC Quant EAFE Div Ldrs(CAD Hedged) ETF,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UN95,Exchange-Traded Fund,BBG007D9MJ04
RID,CA74931R1091,74931R109,RBC Quant EAFE Dividend Leaders ETF(CAD),Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000SFJT,Exchange-Traded Fund,BBG005TVYLS4
RID.U,CA74931R2081,74931R208,RBC Quant EAFE Dividend Leaders ETF(USD),Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000SFJV,Exchange-Traded Fund,BBG005TVYMR3
RIEH,CA74933G1019,74933G101,RBC Quant EAFE Equity Ldrs (CAD Hdg) ETF,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VRBV,Exchange-Traded Fund,BBG008NPRCM1
RIE,CA74933F1036,74933F103,RBC Quant EAFE Equity Leaders ETF (CAD),Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VRBT,Exchange-Traded Fund,BBG008NPRMJ3
RIE.U,CA74933F2026,74933F202,RBC Quant EAFE Equity Leaders ETF (USD),Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VRBU,Exchange-Traded Fund,BBG008NPRP60
RXD,CA74932U1012,74932U101,RBC Quant Em Mkts Div Ldrs ETF,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UN96,Exchange-Traded Fund,BBG007D9MT75
RXD.U,CA74932U2002,74932U200,RBC Quant Em Mkts Div Ldrs ETF (USD),Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UN97,Exchange-Traded Fund,BBG007D9MX30
RXE,CA74933H1091,74933H109,RBC Quant Emerging Markets Eq Ldrs ETF,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WSK8,Exchange-Traded Fund,BBG00BZX1FL6
RXE.U,CA74933H2081,74933H109,RBC Quant Emerging Markets Eq Ldrs ETF,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P00017C18,Exchange-Traded Fund,
RPD.U,CA74932V1094,74932V109,RBC Quant European Div Ldrs ETF (USD),Equity,Europe Equity Large Cap,Canada Fund European Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UN93,Exchange-Traded Fund,
RPD,CA74932V2084,74932V208,RBC Quant European Dividend Leaders ETF,Equity,Europe Equity Large Cap,Canada Fund European Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UMES,Exchange-Traded Fund,BBG007D9ND06
RPDH,CA74933B1022,74933B102,RBC Quant Eurp Div Ldrs(CAD Hedged) ETF,Equity,Europe Equity Large Cap,Canada Fund European Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UN94,Exchange-Traded Fund,BBG007D9MRY9
RIG,CA74934L1094,74934L109,RBC Quant Global Infrastructure Ldrs ETF,Equity,Other Sector Equity,Canada Fund Global Infrastructure Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XLZF,Exchange-Traded Fund,BBG00DT1QP76
RIG.u,CA74934L1094,74934L109,RBC Quant Global Infrastructure Ldrs ETF,Equity,Other Sector Equity,Canada Fund Global Infrastructure Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P00018IZT,Exchange-Traded Fund,BBG00DT1QP76
RGRE.U,CA74934J1049,74934J104,RBC Quant Global Rel Est Ldrs ETF,Equity,Real Estate Sector Equity,Canada Fund Real Estate Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P00018IZS,Exchange-Traded Fund,BBG00GNHM0N1
RGRE,CA74934J1049,74934J104,RBC Quant Global Rel Est Ldrs ETF,Equity,Real Estate Sector Equity,Canada Fund Real Estate Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XLZB,Exchange-Traded Fund,BBG00GNHM0N1
RUDH,CA74933A1049,74933A104,RBC Quant US Div Ldrs (CAD Hedged) ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UN92,Exchange-Traded Fund,BBG007D9MK92
RUD,CA74930L1031,74930L103,RBC Quant US Dividend Leaders ETF (CAD),Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000SFJS,Exchange-Traded Fund,BBG005TVYPM1
RUD.U,CA74930L2021,74930L202,RBC Quant US Dividend Leaders ETF (USD),Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000SFJU,Exchange-Traded Fund,
RUEH,CA74933E1060,74933E106,RBC Quant US Equity Ldrs (CAD Hdg) ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VRBS,Exchange-Traded Fund,BBG008NPR3S5
RUE,CA74933K1104,74933K110,RBC Quant US Equity Leaders ETF (CAD),Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VRBQ,Exchange-Traded Fund,BBG008NPR724
RUE.U,CA74933K1021,74933K102,RBC Quant US Equity Leaders ETF (USD),Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VRBR,Exchange-Traded Fund,BBG008NPR8Y7
RUSB.U,CA74934F1027,74934F102,RBC Short Term US Corp Bd ETF,Fixed Income,Global Fixed Income,Canada Fund Global Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,0P0001BW2I,Exchange-Traded Fund,BBG00HZZHXJ5
RUSB,CA74934F1027,74934F102,RBC Short Term US Corp Bd ETF,Fixed Income,Global Fixed Income,Canada Fund Global Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZMRG,Exchange-Traded Fund,BBG00HZZHXJ5
RLD,CA74933P1018,74933P101,RBC Strategic Global Dividend Ldrs ETF,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WSK6,Exchange-Traded Fund,BBG00BZX0WH5
RLE,CA74933M1086,74933M108,RBC Strategic Global Equity Leaders ETF,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WSK5,Exchange-Traded Fund,BBG00BZX0DT4
RQF,CA74931F1053,74931F105,RBC Target 2018 Corporate Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MW0U,Exchange-Traded Fund,BBG0022J3GD8
RQG,CA74931G1037,74931G103,RBC Target 2019 Corporate Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MW0V,Exchange-Traded Fund,BBG0022J3J42
RQH,CA74931H1010,74931H101,RBC Target 2020 Corporate Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MW0W,Exchange-Traded Fund,BBG0022J3KG6
RQI,CA74931K1049,74931K104,RBC Target 2021 Corporate Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000OWEO,Exchange-Traded Fund,BBG003GHG634
RQJ,CA74934W1059,74934W105,RBC Target 2022 Corporate Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XLZD,Exchange-Traded Fund,BBG00DT1QJY0
RQK,CA74934C1095,74934C109,RBC Target 2023 Corporate Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XLZE,Exchange-Traded Fund,BBG00DT1QLP5
RUBH,CA74935D1069,74935D106,RBC US Banks Yield (CAD Hdg) ETF,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010GQX,Exchange-Traded Fund,BBG00KX8WX12
RUBY,CA75528P1099,75528P109,RBC US Banks Yield ETF,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010GQY,Exchange-Traded Fund,BBG00KX8WYJ1
RUBY.U,CA75528P2089,75528P208,RBC US Banks Yield ETF (USD),Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010GQZ,Exchange-Traded Fund,BBG00KX8WZP1
RUSH,CA75528R1055,75528R105,RBC US Equity (CAD Hdg) ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F000010GR0,Exchange-Traded Fund,
RUSA,CA74934N1050,74934N105,RBC US Equity ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000ZII2,Exchange-Traded Fund,BBG00HSH2QT3
RUSA.U,CA74934N2041,74934N204,RBC US Equity ETF (USD),Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F000010HL9,Exchange-Traded Fund,
RLDR,CA74935J1030,74935J103,RBC Vision Women's Ldrsp MSCI Cnd ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F0000107N9,Exchange-Traded Fund,BBG00K88KMQ0
RPU,CA7580771011,758077101,Redwood US Preferred Share ETF,Fixed Income,Canada Fixed Income,Canada Fund Preferred Share Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000YMD3,Exchange-Traded Fund,
RPU.B,CA7580772001,758077200,Redwood US Preferred Shr ETF (Non-FX H),Fixed Income,Canada Fixed Income,Canada Fund Preferred Share Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000YMD8,Exchange-Traded Fund,
RPU.U,CA7580772001,758077200,Redwood US Preferred Shr ETF (Non-FX H),Fixed Income,Canada Fixed Income,Canada Fund Preferred Share Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,0P00019V3P,Exchange-Traded Fund,
SCAD,CA80928W1005,80928W100,Scotia Strategic Canadian Eq ETF Port,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010KET,Exchange-Traded Fund,BBG00L1CNGT3
SFIX,CA80928X1087,80928X108,Scotia Strategic Fixed Income ETF Port,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F000010KEO,Exchange-Traded Fund,BBG00L1CNM01
SINT,CA80929A1075,80929A107,Scotia Strategic Intl Eq ETF Port,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010KEV,Exchange-Traded Fund,BBG00L1CNPW9
SUSA,CA80928Y1060,80928Y106,Scotia Strategic US Eq ETF Port,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010KEU,Exchange-Traded Fund,BBG00L1CNR55
SBT,CA8274672002,827467200,Silver Bullion Trust ETF Currency Hedged,Commodities,Commodities Broad Basket,Canada Fund Commodity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XIXE,Exchange-Traded Fund,
SBT.B,CA8274671012,827467101,Silver Bullion Trust ETF Non-Ccy Hedged,Commodities,Commodities Broad Basket,Canada Fund Commodity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XIXG,Exchange-Traded Fund,
SBT.U,CA8274671012,827467101,Silver Bullion Trust ETF Non-Ccy Hedged,Commodities,Commodities Broad Basket,Canada Fund Commodity,Canada,TORONTO STOCK EXCHANGE,Canada,0P00018JL2,Exchange-Traded Fund,
SHC,CA84842N1050,84842N105,Sphere FTSE Canada Sustainable Yield ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000X496,Exchange-Traded Fund,BBG00CNXX5T6
SHZ,CA84841V1085,84841V108,Sphere FTSE Emerging Markets Yield ETF,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000X49A,Exchange-Traded Fund,BBG00CNY7BK9
SHE,CA84841W1068,84841W106,Sphere FTSE Europe Sustainable Yield ETF,Equity,Europe Equity Large Cap,Canada Fund European Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000X498,Exchange-Traded Fund,BBG00CNY6LJ0
TDB,CA87818P1036,87818P103,TD Canadian Aggregate Bond Index ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WTT3,Exchange-Traded Fund,BBG00CLBVJQ1
THE,CA87809T1066,87809T106,TD International Equity CAD Hdgd Idx ETF,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WTT8,Exchange-Traded Fund,BBG00CLBV9V7
TPE,CA87809R1001,87809R100,TD International Equity Index ETF,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WTT7,Exchange-Traded Fund,BBG00CLBVL59
THU,CA87810A1049,87810A104,TD S&P 500 CAD Hedged Index ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WTT6,Exchange-Traded Fund,BBG00CLBV7K3
TPU,CA87809W1095,87809W109,TD S&P 500 Index ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WTT5,Exchange-Traded Fund,BBG00CLBWLX7
TTP,CA87240L1004,87240L100,TD S&P/TSX Capped Composite Index ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WTT4,Exchange-Traded Fund,BBG00CLBWKN0
GOGO,CA90291E1088,90291E108,US Glb GO GOLD and Prec Mtl Minrs ETF,Equity,Precious Metals Sector Equity,Canada Fund Precious Metals Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZK02,Exchange-Traded Fund,BBG00HTVNPC8
VBAL,CA92207E1079,92207E107,Vanguard Balanced ETF Portfolio,Allocation,Moderate Allocation,Canada Fund Global Neutral Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,F0000101Q2,Exchange-Traded Fund,BBG00JXJWKW5
VAB,CA92203E1016,92203E101,Vanguard Canadian Aggregate Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000NF6Q,Exchange-Traded Fund,BBG0029T29S0
VCB,CA92210P1071,92210P107,Vanguard Canadian Corporate Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YK53,Exchange-Traded Fund,BBG00FY0FGH8
VGV,CA92210N1024,92210N102,Vanguard Canadian Government Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YK54,Exchange-Traded Fund,BBG00FY0FJ00
VLB,CA92211H1047,92211H104,Vanguard Canadian Long-Term Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Long Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YK55,Exchange-Traded Fund,BBG00FY0FK89
VSB,CA92203G1063,92203G106,Vanguard Canadian Short-Term Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000NF6R,Exchange-Traded Fund,
VSC,CA92203N1015,92203N101,Vanguard Canadian Short-Term Corp Bd ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000P28V,Exchange-Traded Fund,
VSG,CA92207Y1034,92207Y103,Vanguard Canadian Short-Term Govt Bd ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YK56,Exchange-Traded Fund,BBG00FY0FLH7
VCNS,CA92207C1014,92207C101,Vanguard Conservative ETF Portfolio,Allocation,Cautious Allocation,Canada Fund Global Neutral Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,F0000101Q1,Exchange-Traded Fund,BBG00JXJWN04
VCN,CA92205P1045,92205P104,Vanguard FTSE Canada All Cap ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000QA9G,Exchange-Traded Fund,
VCE,CA92203U1057,92203U105,Vanguard FTSE Canada ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000NF6N,Exchange-Traded Fund,
VRE,CA92203B1076,92203B107,Vanguard FTSE Canadian Capped REIT ETF,Equity,Real Estate Sector Equity,Canada Fund Real Estate Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000P28W,Exchange-Traded Fund,
VDY,CA92203Q1046,92203Q104,Vanguard FTSE Canadian High Div Yld ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Dividend & Income Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000P28X,Exchange-Traded Fund,
VIU,CA92204G1054,92204G105,Vanguard FTSE Dev AC ex Nrth Amer ETF,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WMEO,Exchange-Traded Fund,BBG00BLZDDQ3
VI,CA92206P1036,92206P103,Vanguard FTSE Dev AC ex Nrth AmerETF C$H,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WMEQ,Exchange-Traded Fund,BBG00BLZD3T2
VDU,CA92206W1086,92206W108,Vanguard FTSE Dev All Cap ex US ETF,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000QA9H,Exchange-Traded Fund,BBG004Z0CMC7
VEF,CA92207G1028,92207G102,Vanguard FTSE Dev All Cap ex US ETF CADH,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000NF6P,Exchange-Traded Fund,BBG0029T28L9
VA,CA92206N1087,92206N108,Vanguard FTSE Dev Asia Pac All Cap ETF,Equity,Asia Equity,Canada Fund Asia Pacific Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000TVGC,Exchange-Traded Fund,BBG006S1YSR5
VAH,CA92204C1041,92204C104,Vanguard FTSE Dev Asia Pac All Cap ETF H,Equity,Asia Equity,Canada Fund Asia Pacific Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XWS0,Exchange-Traded Fund,BBG00DZDYRH9
VE,CA92206M1005,92206M100,Vanguard FTSE Dev Europe All Cap ETF,Equity,Europe Equity Large Cap,Canada Fund European Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000TVGB,Exchange-Traded Fund,BBG006S1V6J5
VEH,CA92206Y1043,92206Y104,Vanguard FTSE Dev Europe All Cap ETF H,Equity,Europe Equity Large Cap,Canada Fund European Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XWS1,Exchange-Traded Fund,BBG00DZDYVW3
VEE,CA92205X1078,92205X107,Vanguard FTSE Emerging Mkts All Cap ETF,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000NF6S,Exchange-Traded Fund,
VXC,CA92206Q1019,92206Q101,Vanguard FTSE Global All Cap ex Can ETF,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000TVGA,Exchange-Traded Fund,BBG006S1YTJ2
VBG,CA92206H1010,92206H101,Vanguard Global ex-US Aggt Bd ETF CAD-H,Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000TVGE,Exchange-Traded Fund,BBG006S1YVB5
VLQ,CA9220321074,922032107,Vanguard Global Liquidity Factor ETF CAD,Equity,Global Equity Mid/Small Cap,Canada Fund Global Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XDXB,Exchange-Traded Fund,BBG00D5RMFW3
VVO,CA92207Q1000,92207Q100,Vanguard Global Minimum Volatility ETF,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XDXC,Exchange-Traded Fund,BBG00D5RNFF1
VMO,CA92207T1049,92207T104,Vanguard Global Momentum Factor ETF CAD,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XDXA,Exchange-Traded Fund,BBG00D5RNTY0
VVL,CA92207U1012,92207U101,Vanguard Global Value Factor ETF CAD,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XDX9,Exchange-Traded Fund,BBG00D5RPN80
VGRO,CA92207X1050,92207X105,Vanguard Growth ETF Portfolio,Allocation,Aggressive Allocation,Canada Fund Global Equity Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,F0000101Q3,Exchange-Traded Fund,BBG00JXJWQJ7
VFV,CA92205Y1051,92205Y105,Vanguard S&P 500 ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000P290,Exchange-Traded Fund,BBG003M5X6V3
VSP,CA92206A1066,92206A106,Vanguard S&P 500 ETF CAD-H,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000P28Y,Exchange-Traded Fund,BBG003M5XGK3
VBU,CA92206G1037,92206G103,Vanguard US Aggregate Bond ETF CAD-H,Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000TVGD,Exchange-Traded Fund,BBG006S1V5R8
