Ticker,ISIN,CUSIP,Name,Global Broad Category Group,Global Category,Morningstar Category,Domicile,Exchange,Exchange Country,SecId,Investment Type,Figi
PZW.U,CA46140D2041,46140D204,Invesco FTSE RAFI Global Sm-Md ETF USD,Equity,Global Equity Mid/Small Cap,Canada Fund Global Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VS2W,Exchange-Traded Fund,BBG008MWF466
PXG,CA46142L1058,46142L105,Invesco FTSE RAFI Global+ ETF CAD,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VOJL,Exchange-Traded Fund,BBG008H04ZY4
PXG.U,CA46142L2049,46142L204,Invesco FTSE RAFI Global+ ETF USD,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VOJM,Exchange-Traded Fund,BBG008H05418
PXU.F,CA46140T1003,46140T100,Invesco FTSE RAFI US ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000NNQO,Exchange-Traded Fund,BBG002G0WTC5
PXS,CA46141V1040,46141V104,Invesco FTSE RAFI US ETF II CAD,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VOJJ,Exchange-Traded Fund,BBG008H068F3
PXS.U,CA46141V2030,46141V203,Invesco FTSE RAFI US ETF II USD,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VOJK,Exchange-Traded Fund,BBG008H06BT1
PFH.F,CA46141M1041,46141M104,Invesco Fundamental High Yld Corp Bd ETF,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ML37,Exchange-Traded Fund,BBG001R78B09
PSY,CA46139T1030,46139T103,Invesco Global Shareholder Yield ETF CAD,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VS2T,Exchange-Traded Fund,BBG008MWDXP3
PSY.U,CA46139T2020,46139T202,Invesco Global Shareholder Yield ETF USD,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VS2U,Exchange-Traded Fund,BBG008MWF0F4
PGL,CA46137Q1019,46137Q101,Invesco Long Term Government Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Long Term Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000ML33,Exchange-Traded Fund,BBG001R08FH7
PLV,CA46140L1076,46140L107,Invesco Low Volatility Portfolio ETF,Allocation,Aggressive Allocation,Canada Fund Global Equity Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VS2X,Exchange-Traded Fund,BBG008MWFM93
USB,CA46090P1080,46090P108,Invesco LR US 0-5 Yr Corp Bd ETF CAD,Fixed Income,Global Fixed Income,Canada Fund Global Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000TWH0,Exchange-Traded Fund,BBG006TM19L2
USB.U,CA46090P2070,46090P207,Invesco LR US 0-5 Yr Corp Bd ETF USD,Fixed Income,Global Fixed Income,Canada Fund Global Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000TWH1,Exchange-Traded Fund,BBG006TM1BV6
QQC.F,CA46090T1003,46090T100,Invesco QQQ ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ML35,Exchange-Traded Fund,BBG001R24JT6
EQL,CA46137P1036,46137P103,Invesco S&P 500 Equal Weight ETF CAD,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010MVI,Exchange-Traded Fund,BBG00L17G7Y6
EQL.F,CA46137P2026,46137P202,Invesco S&P 500 Equal Weight ETF CAD H,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010MVJ,Exchange-Traded Fund,BBG00L17G963
EQL.U,CA46137P3016,46137P301,Invesco S&P 500 Equal Weight ETF USD,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010MVK,Exchange-Traded Fund,BBG00L17GCM8
UHD,CA46141J3091,46141J309,Invesco S&P 500 Hi Div Low Vol ETF CAD,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000YO9H,Exchange-Traded Fund,BBG00G5C81F5
UHD.F,CA46141J1012,46141J101,Invesco S&P 500 Hi Div Low Vol ETF CAD H,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000YO9J,Exchange-Traded Fund,BBG00G5C8T28
UHD.U,CA46141J2002,46141J200,Invesco S&P 500 Hi Div Low Vol ETFUSD,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000YO9I,Exchange-Traded Fund,BBG00G5C8WZ5
ULV.C,CA46139X1042,46139X104,Invesco S&P 500 Low Volatility ETF CAD,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YR8R,Exchange-Traded Fund,BBG00FWQ8PY2
ULV.F,CA46139X1208,46139X120,Invesco S&P 500 Low Volatility ETF CAD H,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000NNQN,Exchange-Traded Fund,BBG002F43N06
ULV.U,CA46139X1125,46139X112,Invesco S&P 500 Low Volatility ETF USD,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YR8T,Exchange-Traded Fund,BBG00FWQ8RG8
ELV,CA46141U1066,46141U106,Invesco S&P Emerging Markets Low Vol ETF,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UDKJ,Exchange-Traded Fund,BBG00732M8L1
GHD,CA46142B1076,46142B107,Invesco S&P GlbexCndHiDivLowVol ETF CAD,Equity,Global Equity,Canada Fund Global Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000YO9K,Exchange-Traded Fund,BBG00G5C5G38
GHD.F,CA46142B1159,46142B115,Invesco S&P GlbexCndHiDivLowVol ETF CADH,Equity,Global Equity,Canada Fund Global Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000YO9L,Exchange-Traded Fund,BBG00G5C96S9
ILV,CA46142R1029,46142R102,Invesco S&P Intl Dev Low Vol ETF,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UDKI,Exchange-Traded Fund,BBG00732M653
TLV,CA46139Y1025,46139Y102,Invesco S&P/TSX Composite Low Vol ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000O6HX,Exchange-Traded Fund,BBG002WYHNR7
REIT,CA46142E1016,46142E101,Invesco S&P/TSX REIT Income ETF,Equity,Real Estate Sector Equity,Canada Fund Real Estate Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZF9E,Exchange-Traded Fund,BBG00HNV60P4
BKL.C,CA46138D1179,46138D117,Invesco Senior Loan ETF CAD,Fixed Income,Canada Fixed Income,Canada Fund Floating Rate Loans,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YYC5,Exchange-Traded Fund,BBG00GNX6624
BKL.F,CA46138D1096,46138D109,Invesco Senior Loan ETF CAD Hedged,Fixed Income,Canada Fixed Income,Canada Fund Floating Rate Loans,Canada,TORONTO STOCK EXCHANGE,Canada,F00000O4IZ,Exchange-Traded Fund,BBG002W96LS7
BKL.U,CA46138D1252,46138D125,Invesco Senior Loan ETF USD,Fixed Income,Canada Fixed Income,Canada Fund Floating Rate Loans,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YYC6,Exchange-Traded Fund,BBG00GNX67Z6
PTB,CA46137U1021,46137U102,Invesco Tactical Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000OPZA,Exchange-Traded Fund,BBG003BCR237
BWV,US06739F1350,,iPath‘ CBOE S&P 500 BuyWrite ETN,Equity,US Equity Large Cap Blend,US Fund Large Blend,United States,TORONTO STOCK EXCHANGE,Canada,0P0000RQTD,Exchange-Traded Fund,
BWV.U,US06739F1350,,iPath‘ CBOE S&P 500 BuyWrite ETN,Equity,US Equity Large Cap Blend,US Fund Large Blend,United States,TORONTO STOCK EXCHANGE,Canada,0P0000ND0Y,Exchange-Traded Fund,
ERO.U,US06739F1848,,iPath‘ EUR/USD Exchange Rate ETN,Alternative,Currency,US Fund Single Currency,United States,TORONTO STOCK EXCHANGE,Canada,0P0000ND0Z,Exchange-Traded Fund,
ERO,US06739F1848,,iPath‘ EUR/USD Exchange Rate ETN,Alternative,Currency,US Fund Single Currency,United States,TORONTO STOCK EXCHANGE,Canada,0P0000RQTE,Exchange-Traded Fund,
JYN,US06739G8511,,iPath‘ JPY/USD Exchange Rate ETN,Alternative,Currency,US Fund Single Currency,United States,TORONTO STOCK EXCHANGE,Canada,0P0000RQTG,Exchange-Traded Fund,
JYN.U,US06739G8511,,iPath‘ JPY/USD Exchange Rate ETN,Alternative,Currency,US Fund Single Currency,United States,TORONTO STOCK EXCHANGE,Canada,0P0000ND14,Exchange-Traded Fund,
CBH,CA46432J1093,46432J109,iShares 1-10 Year Laddr Corp Bd ETF Comm,Fixed Income,Canada Fixed Income,Canada Fund Canadian Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000N9NJ,Exchange-Traded Fund,BBG002664661
CLG,CA46431U1057,46431U105,iShares 1-10 Year Laddr Govt Bd ETF Comm,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000N9NH,Exchange-Traded Fund,
CBO,CA46433Q1028,46433Q102,iShares 1-5 Year Laddr Corp Bd ETF Comm,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F000002LMY,Exchange-Traded Fund,
CLF,CA46432E1007,46432E100,iShares 1-5 Year Laddr Govt Bd ETF Comm,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06P0W,Exchange-Traded Fund,
CBN,CA46429U1093,46429U109,iShares Balanced Gr CorePort ETF Comm,Allocation,Aggressive Allocation,Canada Fund Global Equity Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06J1M,Exchange-Traded Fund,BBG000RJHQW7
CBD,CA46428Y1025,46428Y102,iShares Balanced Inc CorePort ETF Comm,Allocation,Moderate Allocation,Canada Fund Global Neutral Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06J1K,Exchange-Traded Fund,BBG000BXDST7
XCB,CA46430K1084,46430K108,iShares Canadian Corporate Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AZ6,Exchange-Traded Fund,
FIE,CA46433H1029,46433H102,iShares Canadian Fncl Mthly Inc ETF Comm,Allocation,Aggressive Allocation,Canada Fund Canadian Equity Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,F00000H5OS,Exchange-Traded Fund,BBG000WBY323
CRQ,CA46430Q3035,46430Q303,iShares Canadian Fundamental ETF Comm,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F0000000I0,Exchange-Traded Fund,
XGB,CA46430L1067,46430L106,iShares Canadian Government Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AZ7,Exchange-Traded Fund,
XCG,CA46430X1006,46430X100,iShares Canadian Growth ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AYS,Exchange-Traded Fund,BBG000QBGX42
XHB,CA46431N1015,46431N101,iShares Canadian HYBrid Corporate Bd ETF,Fixed Income,High Yield Fixed Income,Canada Fund Canadian Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000JTZA,Exchange-Traded Fund,
XRB,CA46431C1059,46431C105,iShares Canadian Real Return Bond ETF,Fixed Income,Inflation Linked,Canada Fund Canadian Inflation-Protected Fixed Inc,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AZ9,Exchange-Traded Fund,
XDV,CA46430W1023,46430W102,iShares Canadian Select Dividend ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Dividend & Income Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AYR,Exchange-Traded Fund,
XCV,CA46430U1066,46430U106,iShares Canadian Value ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Dividend & Income Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AYT,Exchange-Traded Fund,BBG000QBGSB5
XCH,CA46429X1033,46429X103,iShares China ETF,Equity,Greater China Equity,Canada Fund Greater China Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000005PNE,Exchange-Traded Fund,BBG000Q82D57
XSC,CA46435H1001,46435H100,iShares Conservative ST Strategic FI ETF,Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WAFC,Exchange-Traded Fund,BBG009Z194M7
XSE,CA4642911032,464291103,iShares Conservative Strategic FI ETF,Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WAFB,Exchange-Traded Fund,BBG009Z1BL55
CVD,CA46432K2056,46432K205,iShares Convertible Bond ETF Comm,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MJND,Exchange-Traded Fund,BBG001QZDF21
XLB,CA46430M1041,46430M104,iShares Core Canadian Long Term Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Long Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AZ8,Exchange-Traded Fund,
XSB,CA46431A1093,46431A109,iShares Core Canadian Short Term Bd ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AZA,Exchange-Traded Fund,
XSH,CA46431X1096,46431X109,iShares Core Canadian ST Corp+Mpl Bd ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000N2KH,Exchange-Traded Fund,BBG0022QZD99
XBB,CA46430T1093,46430T109,iShares Core Canadian Universe Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AZB,Exchange-Traded Fund,
XAW,CA46435D1096,46435D109,iShares Core MSCI AllCntry Wld exCan ETF,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VCVJ,Exchange-Traded Fund,BBG0083Y0T28
XDIV,CA46435V1094,46435V109,iShares Core MSCI Canadian Qual Div ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Dividend & Income Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000Z33A,Exchange-Traded Fund,BBG00GX2LT15
XEF,CA46434T1057,46434T105,iShares Core MSCI EAFE IMI ETF,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000PXY1,Exchange-Traded Fund,BBG004FDQ720
XFH,CA46435E1079,46435E107,iShares Core MSCI EAFE IMI ETF CADH,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VCVK,Exchange-Traded Fund,BBG0083Y0VZ7
XEC,CA46434U1021,46434U102,iShares Core MSCI Emerging Mkts IMI ETF,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000PXY2,Exchange-Traded Fund,BBG004FDQ5N1
XDGH,CA46437B1013,46437B101,iShares Core MSCI Glbl Qual Div ETF CADH,Equity,Global Equity Large Cap,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000Z33E,Exchange-Traded Fund,BBG00GXRCYG3
XDG,CA46436K1021,46436K102,iShares Core MSCI Global Quality Div ETF,Equity,Global Equity Large Cap,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000Z33D,Exchange-Traded Fund,BBG00GX8W7T8
XDUH,CA46435T1049,46435T104,iShares Core MSCI US Qual Div ETF CADH,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000Z33C,Exchange-Traded Fund,BBG00GXQ3YQ4
XDU,CA46435Q1000,46435Q100,iShares Core MSCI US Quality Div ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000Z33B,Exchange-Traded Fund,BBG00GX8W6J1
XUS,CA46434R1091,46434R109,iShares Core S&P 500 ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000PXY0,Exchange-Traded Fund,BBG004FDQ2V9
XSP,CA46428J1057,46428J105,iShares Core S&P 500 ETF (CAD-Hedged),Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AYV,Exchange-Traded Fund,BBG000BVSPR3
XUU,CA46435C1014,46435C101,iShares Core S&P US Total Market ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VCVL,Exchange-Traded Fund,BBG0083Y0Y27
XUH,CA46435F1045,46435F104,iShares Core S&P US Total Mkt ETF CADH,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VD0I,Exchange-Traded Fund,BBG008472T51
XIC,CA46430J1012,46430J101,iShares Core S&P/TSX Capped Compost ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AYX,Exchange-Traded Fund,
XTR,CA46431F1080,46431F108,iShares Diversified Monthly Income ETF,Allocation,Cautious Allocation,Canada Fund Canadian Fixed Income Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AZ1,Exchange-Traded Fund,
XMV,CA46433N1096,46433N109,iShares Edge MSCI Min Vol Canada ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ON46,Exchange-Traded Fund,BBG00381ZWS3
XMI,CA46433U1030,46433U103,iShares Edge MSCI Min Vol EAFE ETF,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ON44,Exchange-Traded Fund,BBG00381ZZW1
XML,CA46436B1022,46436B102,iShares Edge MSCI Min Vol EAFE ETF CADH,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000X2RN,Exchange-Traded Fund,BBG00CNJ5DS2
XMM,CA46433Y1051,46433Y105,iShares Edge MSCI Min Vol Emerg Mkts ETF,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ON43,Exchange-Traded Fund,BBG0038205S8
XMY,CA46436T1030,46436T103,iShares Edge MSCI Min Vol Glbl ETF CADH,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000X2RM,Exchange-Traded Fund,BBG00CNJ5FW2
XMW,CA46434A1066,46434A106,iShares Edge MSCI Min Vol Global ETF,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ON47,Exchange-Traded Fund,BBG00381ZVS5
XMU,CA46433S1083,46433S108,iShares Edge MSCI Min Vol USA ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ON45,Exchange-Traded Fund,BBG0038204D7
XMS,CA46436R1073,46436R107,iShares Edge MSCI Min Vol USA ETF CADH,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000X2RO,Exchange-Traded Fund,BBG00CNJ58F7
XFF,CA46435P1027,46435P102,iShares Edge MSCI Mltfct EAFE ETF CADH,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WDKE,Exchange-Traded Fund,BBG00B45CZ44
XFA,CA46435N1078,46435N107,iShares Edge MSCI Mltfct USA ETF CADH,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WDKF,Exchange-Traded Fund,BBG00B45DHK5
XFC,CA46435M1095,46435M109,iShares Edge MSCI Multifactor Canada ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WCZT,Exchange-Traded Fund,BBG00B3L21X4
XFI,CA46435L1013,46435L101,iShares Edge MSCI Multifactor EAFE ETF,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WCZS,Exchange-Traded Fund,BBG00B3L27G0
XFS,CA46435R1082,46435R108,iShares Edge MSCI Multifactor USA ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WCZR,Exchange-Traded Fund,BBG00B3L2BN3
CWO,CA46433C1032,46433C103,iShares Emerging Markets Fdmtl ETF Comm,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F000002Q25,Exchange-Traded Fund,
CEW,CA46433J1084,46433J108,iShares Equal Weight Banc&Lfco ETF Comm,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06P5X,Exchange-Traded Fund,
XFR,CA46432B1067,46432B106,iShares Floating Rate ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000NGCE,Exchange-Traded Fund,BBG002B2KKJ1
COW,CA46433W1095,46433W109,iShares Global Agriculture ETF Comm,Equity,Other Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06P0U,Exchange-Traded Fund,
XHC,CA46431R1029,46431R102,iShares Global Healthcare ETF CADH,Equity,Other Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MCNZ,Exchange-Traded Fund,BBG001MN1XY1
CIF,CA46433R1001,46433R100,iShares Global Infrastructure ETF Comm,Equity,Other Sector Equity,Canada Fund Global Infrastructure Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA07XT6,Exchange-Traded Fund,BBG000BW7F32
CYH,CA46433E1097,46433E109,iShares Global Monthly Div ETF CADH Comm,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06OM8,Exchange-Traded Fund,BBG000V6Z6Z1
CGR,CA46433A2065,46433A206,iShares Global Real Estate ETF Comm,Equity,Real Estate Sector Equity,Canada Fund Real Estate Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA07XT8,Exchange-Traded Fund,BBG000BR2T56
CWW,CA46430V1040,46430V104,iShares Global Water ETF Comm,Equity,Other Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06J1O,Exchange-Traded Fund,
CGL,CA46432D2014,46432D201,iShares Gold Bullion ETF (CAD-Hedged),Commodities,Commodities Broad Basket,Canada Fund Commodity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000GV3Y,Exchange-Traded Fund,
CGL.C,CA46432D1024,46432D102,iShares Gold Bullion ETF (Non-Hedged),Commodities,Commodities Broad Basket,Canada Fund Commodity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MAMM,Exchange-Traded Fund,BBG001LV8ZS9
XQB,CA46432H1038,46432H103,iShares High Quality CanadianBd ETF Comm,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F000005IRN,Exchange-Traded Fund,
XID,CA46429R1064,46429R106,iShares India ETF,Alternative,India Equity,Canada Fund Geographic Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000005PNG,Exchange-Traded Fund,BBG000Q81742
CIE,CA46432Y2050,46432Y205,iShares International Fdmtl ETF Comm,Equity,Global Equity,Canada Fund International Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,FOUSA06BRO,Exchange-Traded Fund,BBG000D2FL07
XEN,CA46430F1099,46430F109,iShares Jantzi Social ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06IHR,Exchange-Traded Fund,
CJP,CA46433V2003,46433V200,iShares Japan Fundamental ETF CADH Comm,Alternative,Japan Equity,Canada Fund Geographic Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,FOUSA06BRQ,Exchange-Traded Fund,BBG000D2LVX2
XEB,CA46432A1084,46432A108,iShares JP Morgan USD Em MktsBd ETF CADH,Fixed Income,Emerging Markets Fixed Income,Canada Fund Emerging Markets Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MCO4,Exchange-Traded Fund,BBG001MN1ZR4
XIN,CA46428L1004,46428L100,iShares MSCI EAFE ETF (CAD-Hedged),Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AYU,Exchange-Traded Fund,
XEM,CA46430E1025,46430E102,iShares MSCI Emerging Markets ETF,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000003V2A,Exchange-Traded Fund,BBG000BHCP46
XEU,CA46434W1086,46434W108,iShares MSCI Europe IMI ETF,Equity,Europe Equity Large Cap,Canada Fund European Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000TEA4,Exchange-Traded Fund,BBG006C0VZL7
XEH,CA46434X1069,46434X106,iShares MSCI Europe IMI ETF (CAD-Hedged),Equity,Europe Equity Large Cap,Canada Fund European Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000TEA5,Exchange-Traded Fund,BBG006DB2S67
XWD,CA46430Y1088,46430Y108,iShares MSCI World ETF,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000003V29,Exchange-Traded Fund,
XQQ,CA46431V1031,46431V103,iShares NASDAQ 100 ETF (CAD-Hedged),Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MEV2,Exchange-Traded Fund,BBG001P63JN6
CMR,CA46433M1014,46433M101,iShares Premium Money Market ETF Comm,Money Market,Canada Money Market,Canada Fund Canadian Money Market,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06R8N,Exchange-Traded Fund,BBG000VC3YM6
